"Country","Year","Ny","No","n","p","p1","dep","K","L","Y","theta","tau","u","k"
"United States",1979,1.81356759404374,0.555452693337853,1.74762615959912,0.535256397657936,0.627331706781416,0.306276256348048,1.37008129926521,1.21482286832099,1.42461441816723,0.64915257692337,0.2517,0.330147455043413,1.1278033489432
"United States",1980,1.84587634915555,0.568158275486886,1.76140352737387,0.542157653738335,0.634152212887378,0.307798664708395,1.42178050458879,1.21802438715596,1.43340977336681,0.647615790367126,0.25526,0.340137605797278,1.16728410332455
"United States",1981,1.8785034674756,0.579274711780432,1.77514123411597,0.547400867001832,0.638986865601397,0.308370318080319,1.47061773847822,1.23162989671469,1.48007750951471,0.636588573455811,0.2594,0.34435580341526,1.19404192964219
"United States",1982,1.91087503600011,0.590453597295832,1.78535505896903,0.551668370332153,0.643862873972921,0.308996447267312,1.51682871725165,1.22211178500027,1.46797113275676,0.63698822259903,0.26045,0.360443900319915,1.24115382558995
"United States",1983,1.94242334989051,0.601346929609147,1.78908686278422,0.553876111404858,0.648666196722392,0.309585925047206,1.54596811076948,1.23830973780755,1.52832601448291,0.624817490577698,0.23986,0.362492353751128,1.24845025728914
"United States",1984,1.9728137937647,0.611647561671956,1.79468985450399,0.55642234301799,0.653070919268607,0.310038161536145,1.58052786429997,1.2895660057302,1.6246417333839,0.625189483165741,0.24092,0.346331615377984,1.2256277362127
"United States",1985,2.00192593393925,0.621256152528316,1.80084726892487,0.558855563343403,0.656971224303356,0.310329239456852,1.62725929195948,1.31639747818935,1.68676490413086,0.625099122524261,0.24614,0.342434474786468,1.23614585937805
"United States",1986,2.02765740950392,0.630359922884878,1.80438688363569,0.560949384985778,0.660421640609389,0.310880881518885,1.69815764026956,1.34645874413369,1.76495977420482,0.630384802818298,0.24573,0.335953530501433,1.26120287581641
"United States",1987,2.0523068467278,0.638823985509384,1.7911063654161,0.557519801997762,0.663196981695924,0.311271185655266,1.7419081729871,1.38153011601431,1.81839490361351,0.639337718486786,0.25611,0.326840370767644,1.26085428959918
"United States",1988,2.07604298731729,0.646438692240783,1.78072090194324,0.554481240576586,0.665384177237651,0.31138020560746,1.78247366615583,1.41197029829035,1.88405988071541,0.644990026950836,0.254,0.319874247828109,1.26240167255225
"United States",1989,2.09914565900664,0.652948510449253,1.77011671520519,0.55060260709183,0.667111735506344,0.311054408086308,1.82026768657902,1.44011798273157,1.94011140869549,0.636044800281525,0.2559,0.313950427140406,1.26397122208445
"United States",1990,2.1219383001201,0.658335669617289,1.60929895769471,0.499288271891971,0.668439713869851,0.310252032106695,1.88111401438331,1.45462197783159,1.99252174560272,0.638682007789612,0.25962,0.314484319478443,1.29319785006101
"United States",1991,2.14228834690583,0.661239837133238,1.61898378415832,0.499716378191763,0.668569347683369,0.308660520927674,1.92758418276786,1.43726143263871,1.99960610553209,0.637938976287842,0.25789,0.329099915651136,1.34115070438435
