"Specification","Country","Year","Sequence","Period","Ny","No","n","p","p1","eta","AK","AL","k1","k2","k","X","L","w","r","Y","u","theta","tau","b","h","S","K","alpha","gamma","phi","sigma","a","omega","beta","A"
"ret_age_2020_spe3","France",2060,2,3,1.96959234453958,1.21262404267013,1.07207790263705,0.660048991334276,0.716317798592501,2.4451873263339,1,1,4.45756281135,1.50454308032209,6.862,0.190618523209689,1.27944937169036,27.7794428651909,2.39370118004407,56.5580855285565,0.350398890797144,0.628422804407537,0.356809881966674,14.7665255761843,8.23789534958192,10.7072819346052,8.77958158853927,0.66897175856968,0.5,0.270248830318451,1.32090084649343,NA,0.982570839854923,0.739004473921546,23.891
"ret_age_2020_spe3","France",2070,3,3,1.95441207845128,1.30998874741023,1.01106627673088,0.677689961092015,0.735695597618381,2.26568731106775,1,1,4.87027852179163,2.05921561166149,6.876,0.190689151445069,1.38431226998421,27.7953770234317,2.39138145855932,61.2399204112317,0.291698876993655,0.628307176168647,0.328189593729607,15.4313545532187,8.6267094636952,11.4276285376773,9.51853116841141,0.66897175856968,0.5,0.270248830318451,1.32090084649343,NA,0.982570839854923,0.739004473921546,23.891
"ret_age_2020_spe3","France",2080,4,3,1.92638551675187,1.32392515996084,1.00872699511094,0.693256379237556,0.755073396644261,2.22888584321911,1,1,5.1692664568706,2.20280997593215,7.282,0.192684265015115,1.36748146590865,28.2497211328641,2.32717194382003,61.8049483637012,0.29013094522513,0.625046555155251,0.327854967378372,15.6601329723063,8.69425849945944,11.6514856499712,9.9580000347468,0.66897175856968,0.5,0.270248830318451,1.32090084649343,NA,0.982570839854923,0.739004473921546,23.891
"ret_age_2020_spe3","United States",1970,1,1,1.5292795645603,0.45598255062876,1.59727372629601,0.476256248136138,0.560957405255052,3.00821080726832,1,1,0.653902676249728,0.142415238128972,1,0.170099987957235,1,15.4236029171944,7.41639708280562,22.84,0.346097323750272,0.67528909444809,0.25721,9.66447791345474,1.66555877459957,4.52187627888963,1,0.66897175856968,0.5,0.32471090555191,1.23365228439284,NA,1.53326307965775,0.137863456734155,22.84
"ret_age_2020_spe3","United States",1980,2,1,1.782992923458,0.54880284102489,1.76140352737387,0.542157653738335,0.634152212887378,3.01784337176523,1,1,0.797412309316031,0.140031501588137,1.296,0.17679439071515,1.097052858479,16.531754455479,6.44240966246432,27.2959009417224,0.384712724293186,0.664429744223413,0.282913346974748,9.93367065123422,1.65537044310799,5.90345018169819,1.42178050458879,0.66897175856968,0.5,0.32471090555191,1.23365228439284,NA,1.53326307965775,0.137863456734155,22.84
"ret_age_2020_spe3","United States",1990,3,1,1.9579478111275,0.607457287161162,1.60929895769471,0.499288271891971,0.668439713869851,3.04219763970614,1,1,0.960757995536182,0.13421318118154,1.666,0.183457794788051,1.12912005665265,17.7197958988937,5.63346809805022,30.6049727380557,0.423314528489686,0.653742681637926,0.309094882951478,10.1906624510534,1.66849029834067,6.8812479135479,1.88111401438331,0.66897175856968,0.5,0.32471090555191,1.23365228439284,NA,1.53326307965775,0.137863456734155,22.84
"ret_age_2020_spe3","United States",2000,4,1,2.19587923516963,0.645645510635254,1.70356699419654,0.500892929015935,0.644116777375506,3.17399097505032,1,1,1.07681431169911,0.107287530571471,2.051,0.189106909484681,1.15287868707633,18.7987371435159,5.0495895791618,33.6126915797257,0.474980832911208,0.644776195482723,0.347119273648067,10.1586134724561,1.6606228173355,7.45167015936869,2.36455418719356,0.66897175856968,0.5,0.32471090555191,1.23365228439284,NA,1.53326307965775,0.137863456734155,22.84
"ret_age_2020_spe3","United States",2010,1,2,2.53428059597028,0.857860696445322,1.65717286407272,0.560957405255052,0.647220327049491,2.76095285202702,1,1,1.78428398421225,0.22398945642273,3.218,0.201756331391924,1.40518218734917,21.4792027210949,4.00475038440704,48.2911788282686,0.445530147852006,0.625004271887359,0.316023932985518,12.0070799131808,1.98632883720899,10.3338443785913,4.52187627888963,0.66897175856968,0.5,0.32471090555191,1.23365228439284,NA,1.53326307965775,0.137863456734155,22.84
"ret_age_2020_spe3","United States",2020,2,2,2.57490120030118,1.13068890797343,1.4441454962745,0.634152212887378,0.687350319801348,2.16820059796177,1,1,2.29268998010786,0.802416078411499,3.113,0.200805716556697,1.89638618107876,21.2641217960449,4.07270554236985,64.368001000902,0.263511088947043,0.626475672690695,0.190214783526139,14.0866745320692,2.3752997986898,13.2962541660344,5.90345018169819,0.66897175856968,0.5,0.32471090555191,1.23365228439284,NA,1.53326307965775,0.137863456734155,22.84
"ret_age_2020_spe3","United States",2030,3,2,2.60136441648376,1.27520350589333,1.32861785268206,0.651295963378615,0.678666217397039,1.93451443331625,1,1,2.64524565260611,1.46520371141767,3.15,0.201143960264294,2.18452314715806,21.3403841035249,4.04835181160296,74.4762755002948,0.16023947536314,0.625951858229129,0.12984250089608,15.186034679077,2.61920539058853,14.6429876432608,6.8812479135479,0.66897175856968,0.5,0.32471090555191,1.23365228439284,NA,1.53326307965775,0.137863456734155,22.84
"ret_age_2020_spe3","United States",2040,4,2,2.64253348547064,1.40346216633976,1.20340565325602,0.639134495131442,0.683348577119649,1.78938857315212,1,1,2.81989620958068,2.21163179817799,3.032,0.200052359372547,2.45767485467305,21.0953177759441,4.12765085033782,82.6033247190304,0.069955075995818,0.627643405705811,0.0825533172110727,15.8447456081066,2.77181714125869,15.8413519128075,7.45167015936869,0.66897175856968,0.5,0.32471090555191,1.23365228439284,NA,1.53326307965775,0.137863456734155,22.84
"ret_age_2020_spe3","United States",2050,1,3,2.92366117585475,1.62367878208558,1.15364540947187,0.640686269968434,0.690668543319877,1.71699422070457,1,1,3.53455607781572,2.75049936506033,3.812,0.206657245095081,2.71087208252657,22.6258661968415,3.67730059465067,99.3364810944202,0.0727817214544279,0.617455222293397,0.0843420718270546,16.8495525877101,2.9518422352183,18.8817625062263,10.3338443785913,0.66897175856968,0.5,0.32471090555191,1.23365228439284,NA,1.53326307965775,0.137863456734155,22.84
"ret_age_2020_spe3","United States",2060,2,3,3.0025127190999,1.70136922881062,1.16606909762157,0.660751266344363,0.702575219355639,1.69195114624983,1,1,4.42837563399911,2.97236704189033,4.996,0.214643602624243,2.66137993715661,24.6382502560739,3.21597625478009,108.332182593646,0.113615765812827,0.605284074854451,0.104723122788752,17.7970777531346,3.09969037057686,20.7107939722804,13.2962541660344,0.66897175856968,0.5,0.32471090555191,1.23365228439284,NA,1.53326307965775,0.137863456734155,22.84
"ret_age_2020_spe3","United States",2070,3,3,2.87547885024753,1.76545814860629,1.10537333102076,0.678666217397039,0.721015062913338,1.57464813813249,1,1,5.0923649262801,4.34367047381761,5.346,0.216673474909515,2.7390549276582,25.1799719224972,3.1111521390016,114.525888500316,0.0474438970669477,0.602216032337709,0.0732104645845257,18.7904105214321,3.29717926095356,21.6330930662227,14.6429876432608,0.66897175856968,0.5,0.32471090555191,1.23365228439284,NA,1.53326307965775,0.137863456734155,22.84
"ret_age_2020_spe3","United States",2080,4,3,2.85704564383783,1.80577149728739,1.08117670392698,0.683348577119649,0.739454906471037,1.54235489905405,1,1,5.54466182469805,4.84586664366189,5.779,0.219023281209852,2.74119257878655,25.8231963851678,2.99542494423734,118.237934961635,0.0405499524661612,0.598677186932755,0.0703146764176568,19.2852543320238,3.36676391314939,22.519470561548,15.8413519128075,0.66897175856968,0.5,0.32471090555191,1.23365228439284,NA,1.53326307965775,0.137863456734155,22.84
